ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,volume,issue
446603783,"Adulthood Rites (Xenogenesis, Book Two)","Butler, Octavia E.",Warner Aspect Books,304,1997,Paperback,"Nuclear War Had Nearly Destroyed Mankind When The Oankali Came To The Rescue, Saving Humanity -- But At A Price. The Oankali Survive By Mixing Their Dna With That Of Other Species, And Now On Earth They Have Permitted No Child To Be Born Without An Oankali Parent. The First True Hybrid Is A Boy Named Akin -- Son Of Lilith Iyapo -- And To The Naked Eye He Looks Human, For Now. He Is Born With Extraordinary Sensory Powers, Understanding Speech At Birth, Speaking In Sentences At Two Months Old, And Soon Developing The Ability To See At The Molecular Level. More Powerful Than Any Human Or Oankali, He Will Be The Architect Of Both Races' Intergalactic Future. But Before He Can Carry This New Species Into The Stars, Akin Must Decide Which Unlucky Souls Will Stay Behind.--publisher Description. Octavia E. Butler. Special Bonus Chapter Of Author's Imago: P. 3-15. Book 2 Of The Xenogenesis Series--cover. Reprint. First Published 1988. Hugo And Nebual Award Winner.",en,Reprint,"Height: 9 Inches, Length: 6 Inches, Weight: 1.01 Pounds, Width: 0.77 Inches",18.99,https://images.isbndb.com/covers/37/82/9780446603782.jpg,Success,73,22,1
61054887,The Dispossessed (Hainish Cycle) (Cover may Vary),"Le Guin, Ursula K.",Harper Voyager,400,10/20/1994,Mass Market Paperback,"<p><p>shevek, A Brilliant Physicist, Decides To Take Action. He Will Seek Answers, Question The Unquestionable, And Attempt To Tear Down The Walls Of Hatred That Have Isolated His Planet Of Anarchists From The Rest Of The Civilized Universe. To Do This Dangerous Task Will Mean Giving Up His Family And Possibly His Life. Shevek Must Make The Unprecedented Journey To The Utopian Mother Planet, Anarres, To Challenge The Complex Structures Of Life And Living, And Ignite The Fires Of Change.</p>",en,Reissue,"Height: 6.75 Inches, Length: 4.1875 Inches, Weight: 0.39903669422 Pounds, Width: 1 Inches",7.99,https://images.isbndb.com/covers/48/84/9780061054884.jpg,Success,73,22,1
446603708,Clay's Ark,"Butler, Octavia E.",Aspect,224,1996,Paperback,"<p><P>In a violent near-future, Asa Elias Doyle and her companions encounter an alien life form so heinous and destructive, they exile themselves in the desert so as not to contaminate other humans. To resist the compulsion to infect others is mental agony, nut to succumb is to relinquish humanity and free will. Desperate, they kidnap a doctor and his two daughters as they cross the wasteland&#151;and endanger the world.</p>",en,1,"Height: 8 Inches, Length: 5 Inches, Weight: 0.4 Pounds, Width: 0.57 Inches",16.46,https://images.isbndb.com/covers/37/06/9780446603706.jpg,Success,73,22,1
11/1/1997,,,,,,,,,,,,,Error,,22,1
28036382,,,,,,,,,,,,,Error,1,22,1
0741-6555,,,,,,,,,,,,,Error,5,22,1
404-815,,,,,,,,,,,,,Error,8,22,1
3005-4,,,,,,,,,,,,,Error,9,22,1
3004-6,,,,,,,,,,,,,Error,9,22,1
2899-8,,,,,,,,,,,,,Error,9,22,1
2898-X,,,,,,,,,,,,,Error,9,22,1
2439-9,,,,,,,,,,,,,Error,9,22,1
2441-0,,,,,,,,,,,,,Error,9,22,1
2440-2,,,,,,,,,,,,,Error,9,22,1
425-815,,,,,,,,,,,,,Error,13,22,1
999-4650,,,,,,,,,,,,,Error,15,22,1
632-1281,,,,,,,,,,,,,Error,15,22,1
648-5333,,,,,,,,,,,,,Error,47,22,1
103-1014,,,,,,,,,,,,,Error,47,22,1
408-270,,,,,,,,,,,,,Error,48,22,1
237-9915,,,,,,,,,,,,,Error,48,22,1
679970303,,,,,,,,,,,,,Error,50,22,1
224377-6,,,,,,,,,,,,,Error,52,22,1
1-55128,,,,,,,,,,,,,Error,52,22,1
97031-1,,,,,,,,,,,,,Error,53,22,1
1-55054,,,,,,,,,,,,,Error,53,22,1
97026-5,,,,,,,,,,,,,Error,53,22,1
0-7710,,,,,,,,,,,,,Error,53,22,1
3330-3,,,,,,,,,,,,,Error,53,22,1
1-55152,,,,,,,,,,,,,Error,53,22,1
1-896239,,,,,,,,,,,,,Error,54,22,1
30882-2,,,,,,,,,,,,,Error,54,22,1
0-88754,,,,,,,,,,,,,Error,54,22,1
0-921586,,,,,,,,,,,,,Error,54,22,1
1947-1986,,,,,,,,,,,,,Error,55,22,1
0-676-30885-7,,,,,,,,,,,,,Error,56,22,1
1-55074,,,,,,,,,,,,,Error,59,22,1
0-07-006275-9,,,,,,,,,,,,,Error,59,22,1
0-385-57532-5,,,,,,,,,,,,,Error,60,22,1
16853-5,,,,,,,,,,,,,Error,60,22,1
9-688-15215-5,,,,,,,,,,,,,Error,61,22,1
1815-1879,,,,,,,,,,,,,Error,62,22,1
1943-1996,,,,,,,,,,,,,Error,62,22,1
1783-9,,,,,,,,,,,,,Error,62,22,1
5395-79,,,,,,,,,,,,,Error,63,22,1
1869-1956,,,,,,,,,,,,,Error,63,22,1
1858-1884,,,,,,,,,,,,,Error,64,22,1
1852-1997,,,,,,,,,,,,,Error,64,22,1
0,,,,,,,,,,,,,Error,65,22,1
0-787103-73-5,,,,,,,,,,,,,Error,67,22,1
1900s,,,,,,,,,,,,,Error,67,22,1
1-56455-444-9,,,,,,,,,,,,,Error,68,22,1
1-885213,,,,,,,,,,,,,Error,69,22,1
1-887692-28-2,,,,,,,,,,,,,Error,69,22,1
0-7645,,,,,,,,,,,,,Error,70,22,1
446603775,,,,,,,,,,,,,Error,73,22,1
446603635,,,,,,,,,,,,,Error,73,22,1
446361887,,,,,,,,,,,,,Error,73,22,1
446601977,,,,,,,,,,,,,Error,73,22,1
446362816,,,,,,,,,,,,,Error,73,22,1
445205377,,,,,,,,,,,,,Error,73,22,1
1888363363,,,,,,,,,,,,,Error,73,22,1
312861818,,,,,,,,,,,,,Error,73,22,1
1-56341-070-2,,,,,,,,,,,,,Error,74,22,1
1-85242-5664-4,,,,,,,,,,,,,Error,74,22,1
1-56341-088-5,,,,,,,,,,,,,Error,74,22,1
0-684-82967-3,,,,,,,,,,,,,Error,74,22,1
345-41883-2,,,,,,,,,,,,,Error,75,22,1
0-312-17065-3,,,,,,,,,,,,,Error,75,22,1
0-449-90848-8,,,,,,,,,,,,,Error,75,22,1
0-804-11562-1,,,,,,,,,,,,,Error,75,22,1
0-89296-601-7,,,,,,,,,,,,,Error,75,22,1
0-06-018746-8,,,,,,,,,,,,,Error,75,22,1
0-679-44104-2,,,,,,,,,,,,,Error,75,22,1
0-06-109412-9,,,,,,,,,,,,,Error,75,22,1
0-345-41493-4,,,,,,,,,,,,,Error,75,22,1
0-684-83741-2,,,,,,,,,,,,,Error,75,22,1
0-425-16060-2,,,,,,,,,,,,,Error,75,22,1
0-609-60056-7,,,,,,,,,,,,,Error,75,22,1
0-375-40109-1,,,,,,,,,,,,,Error,75,22,1
0-805056203,,,,,,,,,,,,,Error,75,22,1
0-312-16937-X,,,,,,,,,,,,,Error,75,22,1
40963-9,,,,,,,,,,,,,Error,76,22,1
0-345-41805-0,,,,,,,,,,,,,Error,76,22,1
0-06-017527-3,,,,,,,,,,,,,Error,76,22,1
0-684-83841-9,,,,,,,,,,,,,Error,76,22,1
0-06-101175-4,,,,,,,,,,,,,Error,76,22,1
0-06-018292-X,,,,,,,,,,,,,Error,76,22,1
109609-1,,,,,,,,,,,,,Error,76,22,1
0-934678-87-1,,,,,,,,,,,,,Error,76,22,1
1-56280-175-9,,,,,,,,,,,,,Error,76,22,1
1-56280-181-3,,,,,,,,,,,,,Error,76,22,1
0-804-11552-4,,,,,,,,,,,,,Error,76,22,1
0-380-97352-9,,,,,,,,,,,,,Error,76,22,1
0-449-22357-4,,,,,,,,,,,,,Error,76,22,1
0-449-00042-7,,,,,,,,,,,,,Error,76,22,1
1-57025-120-7,,,,,,,,,,,,,Error,78,22,1
0-88974-076-3,,,,,,,,,,,,,Error,79,22,1
0-88920-247-5,,,,,,,,,,,,,Error,79,22,1
1-889594-02-4,,,,,,,,,,,,,Error,79,22,1
0-8020-8048-0,,,,,,,,,,,,,Error,79,22,1
0-9632526-3-1,,,,,,,,,,,,,Error,79,22,1
0-9632526-7-4,,,,,,,,,,,,,Error,79,22,1
0-8020-7652-1,,,,,,,,,,,,,Error,79,22,1
0-8020-7861-3,,,,,,,,,,,,,Error,79,22,1
1-899866-04-3,,,,,,,,,,,,,Error,79,22,1
1-55028-582-3,,,,,,,,,,,,,Error,79,22,1
0-88961-224-2,,,,,,,,,,,,,Error,79,22,1
1-889594,,,,,,,,,,,,,Error,79,22,1
0-921881-46-0,,,,,,,,,,,,,Error,79,22,1
0-940208-20-2,,,,,,,,,,,,,Error,84,22,1
0-940208-19-9,,,,,,,,,,,,,Error,84,22,1
0-940208-22-9,,,,,,,,,,,,,Error,84,22,1
1-56341-088,,,,,,,,,,,,,Error,85,22,1
0-940208-23-7,,,,,,,,,,,,,Error,85,22,1
1-56341-090-7,,,,,,,,,,,,,Error,85,22,1
1-56341-092-3,,,,,,,,,,,,,Error,86,22,1
0-9634895-3-4,,,,,,,,,,,,,Error,86,22,1
1-56280,,,,,,,,,,,,,Error,86,22,1
1-879198-25-8,,,,,,,,,,,,,Error,86,22,1
1131-0,,,,,,,,,,,,,Error,86,22,1
1-56280-184-8,,,,,,,,,,,,,Error,86,22,1
539-9731,,,,,,,,,,,,,Error,87,22,1
1-56280-189-9,,,,,,,,,,,,,Error,87,22,1
1-56280-200-3,,,,,,,,,,,,,Error,87,22,1
1-56280-207-0,,,,,,,,,,,,,Error,87,22,1
1-56280-191-0,,,,,,,,,,,,,Error,87,22,1
1-883061-16-4,,,,,,,,,,,,,Error,88,22,1
1-890662-05-4,,,,,,,,,,,,,Error,88,22,1
1-883061-17-2,,,,,,,,,,,,,Error,88,22,1
516-427,,,,,,,,,,,,,Error,88,22,1
1-890662-06-2,,,,,,,,,,,,,Error,88,22,1
423-6642,,,,,,,,,,,,,Error,88,22,1
1-890662-03-8,,,,,,,,,,,,,Error,88,22,1
0-906500-53-2,,,,,,,,,,,,,Error,89,22,1
0181-960-7122,,,,,,,,,,,,,Error,89,22,1
0-9646648-0-1,,,,,,,,,,,,,Error,89,22,1
0-9646648-1-X,,,,,,,,,,,,,Error,89,22,1
1-896705-30-8,,,,,,,,,,,,,Error,89,22,1
0-906500-58-3,,,,,,,,,,,,,Error,89,22,1
1-884244-16-5,,,,,,,,,,,,,Error,90,22,1
1-884244-07-6,,,,,,,,,,,,,Error,90,22,1
1-884244-15-7,,,,,,,,,,,,,Error,90,22,1
0-93417-45-5,,,,,,,,,,,,,Error,92,22,1
1-56280-176-7,,,,,,,,,,,,,Error,93,22,1
1-56280-177-5,,,,,,,,,,,,,Error,93,22,1
1-56280-186-4,,,,,,,,,,,,,Error,93,22,1
1-880684-38-1,,,,,,,,,,,,,Error,94,22,1
0-935155-22-8,,,,,,,,,,,,,Error,94,22,1
1-57129-026-5,,,,,,,,,,,,,Error,95,22,1
0-9650665-9-2,,,,,,,,,,,,,Error,95,22,1
1-56023-913-1,,,,,,,,,,,,,Error,96,22,1
0-935028-70-6,,,,,,,,,,,,,Error,96,22,1
0-86-171,,,,,,,,,,,,,Error,96,22,1
1-57478-026-3,,,,,,,,,,,,,Error,96,22,1
1860s,,,,,,,,,,,,,Error,97,22,1
0-89658-278-7,,,,,,,,,,,,,Error,97,22,1
430-2210,,,,,,,,,,,,,Error,97,22,1
1930s,,,,,,,,,,,,,Error,97,22,1
0-89733-438-8,,,,,,,,,,,,,Error,97,22,1
0-919626-76-9,,,,,,,,,,,,,Error,97,22,1
800-248,,,,,,,,,,,,,Error,97,22,1
1969-1996,,,,,,,,,,,,,Error,97,22,1
0-930100-72-7,,,,,,,,,,,,,Error,98,22,1
1-56023,,,,,,,,,,,,,Error,98,22,1
0-7890-0178-0,,,,,,,,,,,,,Error,98,22,1
1-56023-100-9,,,,,,,,,,,,,Error,98,22,1
0-7890-0326-0,,,,,,,,,,,,,Error,98,22,1
0-7879-0875-4,,,,,,,,,,,,,Error,98,22,1
1-56023-922-0,,,,,,,,,,,,,Error,98,22,1
1-57025,,,,,,,,,,,,,Error,98,22,1
1-57224-060-1,,,,,,,,,,,,,Error,98,22,1
0-945372-15-9,,,,,,,,,,,,,Error,99,22,1
1-57224-088-1,,,,,,,,,,,,,Error,99,22,1
1-56455-445-7,,,,,,,,,,,,,Error,99,22,1
1-57324-095-8,,,,,,,,,,,,,Error,99,22,1
1-57224-066-0,,,,,,,,,,,,,Error,99,22,1
1-56853-034-X,,,,,,,,,,,,,Error,100,22,1
1-56718-340-9,,,,,,,,,,,,,Error,100,22,1
1-56853-032-3,,,,,,,,,,,,,Error,100,22,1
0-8356-0751-8,,,,,,,,,,,,,Error,100,22,1
1-885356-25-0,,,,,,,,,,,,,Error,100,22,1
1-55643-245-3,,,,,,,,,,,,,Error,101,22,1
0-304-33523-1,,,,,,,,,,,,,Error,101,22,1
1-56478-147-X,,,,,,,,,,,,,Error,101,22,1
800-621,,,,,,,,,,,,,Error,101,22,1
0-664-25532-9,,,,,,,,,,,,,Error,101,22,1
0-87571,,,,,,,,,,,,,Error,101,22,1
0-89087-849-8,,,,,,,,,,,,,Error,102,22,1
0-89594-823-0,,,,,,,,,,,,,Error,102,22,1
0-646-28692-7,,,,,,,,,,,,,Error,102,22,1
0-89594-819-2,,,,,,,,,,,,,Error,102,22,1
0-89594-830-3,,,,,,,,,,,,,Error,102,22,1
0-89789-534-7,,,,,,,,,,,,,Error,102,22,1
0-8264-1014-6,,,,,,,,,,,,,Error,103,22,1
0-89789-526-6,,,,,,,,,,,,,Error,103,22,1
0,,,,,,,,,,,,,Error,103,22,1
0-85345-976-2,,,,,,,,,,,,,Error,104,22,1
0-687-00963-4,,,,,,,,,,,,,Error,104,22,1
0-87352-179-X,,,,,,,,,,,,,Error,104,22,1
1-898256-23-3,,,,,,,,,,,,,Error,104,22,1
458-5005,,,,,,,,,,,,,Error,104,22,1
1-880913-22-4,,,,,,,,,,,,,Error,104,22,1
1-56689-058-6,,,,,,,,,,,,,Error,104,22,1
1-885030-24-X,,,,,,,,,,,,,Error,105,22,1
212-352,,,,,,,,,,,,,Error,105,22,1
0-935480-84-6,,,,,,,,,,,,,Error,105,22,1
412-371,,,,,,,,,,,,,Error,105,22,1
1-55885-210-7,,,,,,,,,,,,,Error,105,22,1
1-55885,,,,,,,,,,,,,Error,105,22,1
1-55583-433-7,,,,,,,,,,,,,Error,106,22,1
0-9642949-0-7,,,,,,,,,,,,,Error,106,22,1
1-880684-51-9,,,,,,,,,,,,,Error,106,22,1
800-247,,,,,,,,,,,,,Error,106,22,1
1-887178-53-8,,,,,,,,,,,,,Error,107,22,1
447-6222,,,,,,,,,,,,,Error,107,22,1
1-57749-056-8,,,,,,,,,,,,,Error,107,22,1
236-2101,,,,,,,,,,,,,Error,107,22,1
0-911051-84-8,,,,,,,,,,,,,Error,107,22,1
1-885876-03-3,,,,,,,,,,,,,Error,108,22,1
888-399,,,,,,,,,,,,,Error,108,22,1
1-885211,,,,,,,,,,,,,Error,108,22,1
0-89281,,,,,,,,,,,,,Error,108,22,1
0-89823-179,,,,,,,,,,,,,Error,108,22,1
1-56860-047-X,,,,,,,,,,,,,Error,108,22,1
8206-344,,,,,,,,,,,,,Error,108,22,1
805-968,,,,,,,,,,,,,Error,108,22,1
1-885171,,,,,,,,,,,,,Error,109,22,1
0-8108-3208-9,,,,,,,,,,,,,Error,109,22,1
800-462,,,,,,,,,,,,,Error,109,22,1
0-9657737-9-5,,,,,,,,,,,,,Error,109,22,1
1-55111-127-6,,,,,,,,,,,,,Error,110,22,1
0-521-55522-1,,,,,,,,,,,,,Error,110,22,1
0-521-58583-X,,,,,,,,,,,,,Error,110,22,1
0-521-56579-0,,,,,,,,,,,,,Error,110,22,1
10545-2,,,,,,,,,,,,,Error,111,22,1
10544-4,,,,,,,,,,,,,Error,111,22,1
0-87745-590-2,,,,,,,,,,,,,Error,111,22,1
0-87745-591-0,,,,,,,,,,,,,Error,111,22,1
0-87745-595-3,,,,,,,,,,,,,Error,111,22,1
0-231-09994-0,,,,,,,,,,,,,Error,111,22,1
0-87745-574-0,,,,,,,,,,,,,Error,111,22,1
0-231-09660-7,,,,,,,,,,,,,Error,111,22,1
0-87745-575-9,,,,,,,,,,,,,Error,111,22,1
0-231-10924-5,,,,,,,,,,,,,Error,112,22,1
0-231-10621-1,,,,,,,,,,,,,Error,112,22,1
10620-3,,,,,,,,,,,,,Error,112,22,1
0-262-63182-2,,,,,,,,,,,,,Error,112,22,1
0-253-21146-98,,,,,,,,,,,,,Error,112,22,1
3334-2,,,,,,,,,,,,,Error,112,22,1
1040-7391,,,,,,,,,,,,,Error,112,22,1
0-253-21108-5,,,,,,,,,,,,,Error,112,22,1
33254-0,,,,,,,,,,,,,Error,112,22,1
0-8147-3560-6,,,,,,,,,,,,,Error,112,22,1
0-942875-84-6,,,,,,,,,,,,,Error,112,22,1
0-8018-5562-4,,,,,,,,,,,,,Error,112,22,1
0-8147-8069-5,,,,,,,,,,,,,Error,113,22,1
0-271-01655-8,,,,,,,,,,,,,Error,113,22,1
0-271-01725-2,,,,,,,,,,,,,Error,113,22,1
0-8147-1558-30,,,,,,,,,,,,,Error,113,22,1
0-271-01676-0,,,,,,,,,,,,,Error,113,22,1
0-271-01699-X,,,,,,,,,,,,,Error,113,22,1
0-8147-1264-9,,,,,,,,,,,,,Error,113,22,1
1263-0,,,,,,,,,,,,,Error,113,22,1
1-55553-303-5,,,,,,,,,,,,,Error,114,22,1
0-8147-5577-1,,,,,,,,,,,,,Error,114,22,1
0-55553-307-8,,,,,,,,,,,,,Error,114,22,1
0-8147-7494-6,,,,,,,,,,,,,Error,114,22,1
7493-8,,,,,,,,,,,,,Error,114,22,1
0-8147-2673-9,,,,,,,,,,,,,Error,114,22,1
2672-0,,,,,,,,,,,,,Error,114,22,1
1-55553-306-X,,,,,,,,,,,,,Error,114,22,1
1-55553-297-7,,,,,,,,,,,,,Error,114,22,1
0-8147-7490-3,,,,,,,,,,,,,Error,114,22,1
0-19-509629-0,,,,,,,,,,,,,Error,115,22,1
509628-2,,,,,,,,,,,,,Error,115,22,1
195046447,,,,,,,,,,,,,Error,115,22,1
0-19-509915-X,,,,,,,,,,,,,Error,115,22,1
509914-1,,,,,,,,,,,,,Error,115,22,1
0-271-01623-X,,,,,,,,,,,,,Error,115,22,1
0-7914-3380-3,,,,,,,,,,,,,Error,115,22,1
0-8077-3590-6,,,,,,,,,,,,,Error,116,22,1
0-226-46932-8,,,,,,,,,,,,,Error,116,22,1
46930-1,,,,,,,,,,,,,Error,116,22,1
0-226-42971-7,,,,,,,,,,,,,Error,116,22,1
0-226-32627-6,,,,,,,,,,,,,Error,116,22,1
0-226-10013,,,,,,,,,,,,,Error,116,22,1
10011-1,,,,,,,,,,,,,Error,116,22,1
0-226-25682-0,,,,,,,,,,,,,Error,116,22,1
25681-2,,,,,,,,,,,,,Error,116,22,1
0-520-20535-9,,,,,,,,,,,,,Error,116,22,1
0-520-21092-1,,,,,,,,,,,,,Error,116,22,1
0-8203-189-2,,,,,,,,,,,,,Error,117,22,1
0-226-03732-0,,,,,,,,,,,,,Error,117,22,1
1890-1925,,,,,,,,,,,,,Error,117,22,1
0-226-10993-3,,,,,,,,,,,,,Error,117,22,1
10992-5,,,,,,,,,,,,,Error,117,22,1
0-252-06619-7,,,,,,,,,,,,,Error,117,22,1
1965-1984,,,,,,,,,,,,,Error,117,22,1
06624-2,,,,,,,,,,,,,Error,118,22,1
0-8262-1106-2,,,,,,,,,,,,,Error,118,22,1
0-8262,,,,,,,,,,,,,Error,118,22,1
1140-2,,,,,,,,,,,,,Error,118,22,1
0-87417-293-4,,,,,,,,,,,,,Error,118,22,1
0-87417-298-5,,,,,,,,,,,,,Error,118,22,1
0-8166-3005-4,,,,,,,,,,,,,Error,118,22,1
0-8166-2439-9,,,,,,,,,,,,,Error,118,22,1
0-8032-6378-3,,,,,,,,,,,,,Error,118,22,1
0-8032-7598-6,,,,,,,,,,,,,Error,118,22,1
0-87451-814-8,,,,,,,,,,,,,Error,119,22,1
1910-1935,,,,,,,,,,,,,Error,119,22,1
0-8078-4640-6,,,,,,,,,,,,,Error,119,22,1
0-8122-1580-X,,,,,,,,,,,,,Error,119,22,1
0-8223-1890-3,,,,,,,,,,,,,Error,119,22,1
0-8122-3371-9,,,,,,,,,,,,,Error,119,22,1
0-8195-2245-7,,,,,,,,,,,,,Error,119,22,1
2244-9,,,,,,,,,,,,,Error,119,22,1
0-201-14938-9,,,,,,,,,,,,,Error,120,22,1
1-56512-163-5,,,,,,,,,,,,,Error,120,22,1
0-201-14794-6,,,,,,,,,,,,,Error,120,22,1
0-201-31144-5,,,,,,,,,,,,,Error,120,22,1
0-87113-687-3,,,,,,,,,,,,,Error,120,22,1
0-201-14398-4,,,,,,,,,,,,,Error,120,22,1
0-345-41719-4,,,,,,,,,,,,,Error,121,22,1
1850-1979,,,,,,,,,,,,,Error,121,22,1
0-345-39514-X,,,,,,,,,,,,,Error,121,22,1
41720-8,,,,,,,,,,,,,Error,121,22,1
0-7879-0918-1,,,,,,,,,,,,,Error,121,22,1
0-449-91144-6,,,,,,,,,,,,,Error,121,22,1
0-345-41739-9,,,,,,,,,,,,,Error,121,22,1
0-385-49048-8,,,,,,,,,,,,,Error,121,22,1
0-345-41626-0,,,,,,,,,,,,,Error,121,22,1
0-385-31832-4,,,,,,,,,,,,,Error,121,22,1
48427-5,,,,,,,,,,,,,Error,122,22,1
0-7679-0011-1,,,,,,,,,,,,,Error,122,22,1
0-7679-0014-6,,,,,,,,,,,,,Error,122,22,1
0-385-48025-3,,,,,,,,,,,,,Error,122,22,1
0-385-48825-4,,,,,,,,,,,,,Error,122,22,1
0-553-09952-3,,,,,,,,,,,,,Error,122,22,1
0-385-48943-9,,,,,,,,,,,,,Error,122,22,1
0-385-48269-8,,,,,,,,,,,,,Error,122,22,1
0-385-31704-2,,,,,,,,,,,,,Error,122,22,1
0-385-47964-6,,,,,,,,,,,,,Error,123,22,1
0-385-49044-5,,,,,,,,,,,,,Error,123,22,1
1991-1996,,,,,,,,,,,,,Error,123,22,1
0-553-06746-X,,,,,,,,,,,,,Error,123,22,1
49032-1,,,,,,,,,,,,,Error,124,22,1
0-8070-2909-2,,,,,,,,,,,,,Error,124,22,1
0-385-47601-9,,,,,,,,,,,,,Error,124,22,1
0-8070-2003-6,,,,,,,,,,,,,Error,124,22,1
0-385-48865-3,,,,,,,,,,,,,Error,124,22,1
0-385-32015-9,,,,,,,,,,,,,Error,124,22,1
0-8070-7074-2,,,,,,,,,,,,,Error,124,22,1
0-7679-0037-5,,,,,,,,,,,,,Error,124,22,1
0-8070-59137,,,,,,,,,,,,,Error,124,22,1
0-8070-2920-3,,,,,,,,,,,,,Error,124,22,1
0-8070-2811-8,,,,,,,,,,,,,Error,124,22,1
0-8070-0939-3,,,,,,,,,,,,,Error,124,22,1
0-8070-7206-0,,,,,,,,,,,,,Error,124,22,1
0-8070-7089-0,,,,,,,,,,,,,Error,124,22,1
0-8070-0433-2,,,,,,,,,,,,,Error,125,22,1
0-8070-6779-2,,,,,,,,,,,,,Error,125,22,1
0-8070-6505-6,,,,,,,,,,,,,Error,125,22,1
0-8070-6773-3,,,,,,,,,,,,,Error,125,22,1
0-399-52348-0,,,,,,,,,,,,,Error,125,22,1
0-8070-4638-8,,,,,,,,,,,,,Error,125,22,1
0-515-12089-8,,,,,,,,,,,,,Error,125,22,1
0-8070-6222-7,,,,,,,,,,,,,Error,125,22,1
0-7867-0414-4,,,,,,,,,,,,,Error,125,22,1
0-7867-0468-3,,,,,,,,,,,,,Error,125,22,1
0-8070-7092-0,,,,,,,,,,,,,Error,125,22,1
1-55972,,,,,,,,,,,,,Error,125,22,1
0-374-52518-8,,,,,,,,,,,,,Error,126,22,1
0-571-19910-0,,,,,,,,,,,,,Error,126,22,1
0-374-52521-8,,,,,,,,,,,,,Error,126,22,1
21681-9,,,,,,,,,,,,,Error,126,22,1
0-374-26781-2,,,,,,,,,,,,,Error,126,22,1
0-14-086737-6,,,,,,,,,,,,,Error,126,22,1
18060-1,,,,,,,,,,,,,Error,126,22,1
0-15-600468-2,,,,,,,,,,,,,Error,127,22,1
0-374-52514-5,,,,,,,,,,,,,Error,127,22,1
1-56858-096-7,,,,,,,,,,,,,Error,127,22,1
017342-4,,,,,,,,,,,,,Error,127,22,1
0-465-09127-X,,,,,,,,,,,,,Error,127,22,1
0-06-017456-0,,,,,,,,,,,,,Error,127,22,1
095169-9,,,,,,,,,,,,,Error,128,22,1
0-06-097728-0,,,,,,,,,,,,,Error,128,22,1
1-55874-523-8,,,,,,,,,,,,,Error,128,22,1
0-06-092855-7,,,,,,,,,,,,,Error,128,22,1
1-55874-522-X,,,,,,,,,,,,,Error,128,22,1
0-8050-3427-7,,,,,,,,,,,,,Error,128,22,1
0-8133-3366-0,,,,,,,,,,,,,Error,128,22,1
3365-2,,,,,,,,,,,,,Error,128,22,1
1-55874-460-6,,,,,,,,,,,,,Error,128,22,1
0-8050-3732-2,,,,,,,,,,,,,Error,129,22,1
0-8050-5505-3,,,,,,,,,,,,,Error,129,22,1
0-8050-4146-X,,,,,,,,,,,,,Error,129,22,1
0-8050-4494-9,,,,,,,,,,,,,Error,129,22,1
0-8050-4079-X,,,,,,,,,,,,,Error,129,22,1
0-395-85082-7,,,,,,,,,,,,,Error,129,22,1
0-8050-5200-3,,,,,,,,,,,,,Error,129,22,1
0-395-67173-6,,,,,,,,,,,,,Error,129,22,1
0-395-82297-1,,,,,,,,,,,,,Error,129,22,1
0-8050-5512-6,,,,,,,,,,,,,Error,129,22,1
0-316-24608-5,,,,,,,,,,,,,Error,130,22,1
0-395-87755-5,,,,,,,,,,,,,Error,130,22,1
0-395-88519-1,,,,,,,,,,,,,Error,130,22,1
0-7868-6326-9,,,,,,,,,,,,,Error,130,22,1
0-688-15234-1,,,,,,,,,,,,,Error,130,22,1
0-688-15331-3,,,,,,,,,,,,,Error,130,22,1
0-393-04547-1,,,,,,,,,,,,,Error,131,22,1
31726-9,,,,,,,,,,,,,Error,131,22,1
0-393-04544-7,,,,,,,,,,,,,Error,131,22,1
0-14-02648-0-9,,,,,,,,,,,,,Error,131,22,1
0-14-026571-6,,,,,,,,,,,,,Error,131,22,1
0-393-04557-9,,,,,,,,,,,,,Error,131,22,1
0-393-31708-0,,,,,,,,,,,,,Error,131,22,1
0-14-024223-6,,,,,,,,,,,,,Error,131,22,1
0-670-87662-3,,,,,,,,,,,,,Error,131,22,1
0-393-31679-3,,,,,,,,,,,,,Error,131,22,1
1902-1932,,,,,,,,,,,,,Error,131,22,1
1-883011-40-X,,,,,,,,,,,,,Error,131,22,1
1932-1946,,,,,,,,,,,,,Error,131,22,1
0-393-31680-7,,,,,,,,,,,,,Error,131,22,1
1-883011-41-8,,,,,,,,,,,,,Error,131,22,1
1-57322-609-2,,,,,,,,,,,,,Error,132,22,1
1-57322-061-2,,,,,,,,,,,,,Error,132,22,1
1-57322-583-5,,,,,,,,,,,,,Error,132,22,1
1-57322,,,,,,,,,,,,,Error,132,22,1
0-306-45563,,,,,,,,,,,,,Error,132,22,1
45562-5,,,,,,,,,,,,,Error,132,22,1
1-57322-632-7,,,,,,,,,,,,,Error,132,22,1
1-57322-627-0,,,,,,,,,,,,,Error,132,22,1
1-57322-608-4,,,,,,,,,,,,,Error,132,22,1
0-399-14281-9,,,,,,,,,,,,,Error,133,22,1
0-399-14322-X,,,,,,,,,,,,,Error,133,22,1
0-679-42008-8,,,,,,,,,,,,,Error,133,22,1
0-399-14298-3,,,,,,,,,,,,,Error,133,22,1
44104-2,,,,,,,,,,,,,Error,133,22,1
0-679-60249-6,,,,,,,,,,,,,Error,133,22,1
0-679-45739-9,,,,,,,,,,,,,Error,133,22,1
